STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH
42,3,552200,1400000US42003552200,42003552200,5522.0,Allegheny,PA,Pennsylvania,"Census Tract 5522, Allegheny County, Pennsylvani",870.0,131.0,902.0,2.0795,0.8453,1.2795,0.7157,0.6074,0.9509,0.621,0.9944,3.1737,0.8981,0.0,0.8577,0.0,0.0,0.0,0.0,0.8577,0.5172,0.3853,0.9637,0.1314,1.4804,0.4249,0.7891,0.0,0.0,0.7891,0.368,0.7031,0.7031,0.7031,7.004,0.7289,0.2452,0.2452,0.2452,0.9276,0.5802,0.9654,0.5712,0.7714,0.1722,0.9299,4.9179,0.7906,0.8378,0.1432,0.994,0.0,1.975,0.4693,0.0,0.0,0.0,0.0,7.1381,0.5506,1.0,1.0,0.0,1.0,1.0,4.0,0.8,1.33,11.48,0.5,65.49,0.0,100.0,0.0,0.0,0.0,0.0,100.0,96.3,14.67,100.0,0.0,0.0,83.65,12.2,62.645,11.7,15.8,36.3,36.758,3.0,37.2,22.3,15.6,32.4,0.0,0.0,0.0,36.8,12.1,7.3,20.0,13.9,0.7569,0.9111,0.6363,0.8009,0.9392
42,3,552300,1400000US42003552300,42003552300,5523.0,Allegheny,PA,Pennsylvania,"Census Tract 5523, Allegheny County, Pennsylvani",1701.0,257.0,1004.0,2.3711,0.9251,1.5711,0.8705,0.6074,0.9482,0.5984,0.9968,3.1508,0.8925,0.0,0.8577,0.0,0.0,0.0,0.0,0.8577,0.5172,0.6094,0.8417,0.2289,1.68,0.5992,0.7891,0.0,0.0,0.7891,0.368,0.7276,0.7276,0.7276,7.2052,0.7653,0.7868,0.7868,0.7868,0.8913,0.7321,0.9668,0.7228,0.8107,0.3784,0.6791,5.1812,0.8345,0.5809,0.7821,0.954,0.0,2.317,0.7556,0.0,0.5527,0.5527,0.2891,8.8377,0.8058,1.0,1.0,0.0,1.0,1.0,4.0,0.8,1.33,11.44,0.48,76.39,0.0,100.0,0.0,0.0,0.0,0.0,46.11,88.09999999999998,13.44,100.0,0.0,0.0,86.59999999999998,67.3,57.6132,16.5,16.0,48.7,38.9706,5.4,22.1,17.0,26.5,24.3,0.0,0.0,0.4,43.3,13.6,6.8,19.9,18.2,0.9241,0.9708,0.516,0.9474,0.9363
42,3,552400,1400000US42003552400,42003552400,5524.0,Allegheny,PA,Pennsylvania,"Census Tract 5524, Allegheny County, Pennsylvani",3383.0,378.0,1261.0,2.4163,0.9358,1.4163,0.7932,0.6074,0.9457,0.5868,0.9976,3.1375,0.8894,0.0,0.8577,0.0,0.0,0.0,0.0,0.8577,0.5172,0.4921,0.9761,0.3048,1.773,0.6677,0.7891,0.0,0.0,0.7891,0.368,0.4417,0.4417,0.4417,6.999,0.7281,0.4283,0.4283,0.4283,0.8303,0.5922,0.908,0.5345,0.6883,0.1073,0.7145,4.3751,0.6903,0.7426,0.4497,0.9885,0.0,2.1808,0.651,0.6355,0.3832,1.0187,0.6765,8.0029,0.6882,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.33,11.4,0.47,83.78,0.0,100.0,0.0,0.0,0.0,0.0,82.56,97.27,12.5,100.0,0.0,0.0,38.89,23.9,51.1732,12.0,11.3,33.8,32.8652,2.2,23.4,19.9,21.4,29.7,0.0,2.6,0.1,35.8,11.2,8.4,17.0,13.4,0.7141,0.8225,0.8659,0.767,0.7971
42,3,560400,1400000US42003560400,42003560400,5604.0,Allegheny,PA,Pennsylvania,"Census Tract 5604, Allegheny County, Pennsylvani",1691.0,190.0,2058.0,2.1096,0.8544,1.3096,0.7334,0.4572,0.9392,0.6743,0.8281,2.8988,0.8189,0.0,0.8577,0.0,0.0,0.0,0.0,0.8577,0.5172,0.3853,0.8308,0.0285,1.2446,0.2163,0.7891,0.4315,0.0,1.2206,0.5848,0.8827,0.8827,0.8826,7.1044,0.7474,0.6751,0.6751,0.6751,0.8284,0.1727,0.5953,0.9775,0.8893,0.6127,0.4404,4.5163,0.7168,0.3108,0.0514,0.5585,0.1916,1.1123,0.0484,0.0,0.9043,0.9043,0.566,7.208,0.5622,1.0,1.0,0.0,1.0,1.0,4.0,0.8,0.67,11.29,0.55,39.42,0.0,100.0,0.0,0.0,0.0,0.0,100.0,87.37,16.58,100.0,37.45,0.0,99.89,49.0,50.9792,4.0,5.6,91.4,44.5122,8.9,14.8,12.5,9.7,13.4,0.1,0.0,5.0,43.6,12.3,6.9,15.7,16.3,0.9282,0.9233,0.5402,0.9067,0.6859
42,3,560500,1400000US42003560500,42003560500,5605.0,Allegheny,PA,Pennsylvania,"Census Tract 5605, Allegheny County, Pennsylvani",2406.0,209.0,1038.0,0.9229,0.3078,0.9229,0.4543,0.5508,0.9397,0.6937,0.8345,3.0187,0.8543,0.0,0.8327,0.0,0.0,0.0,0.0,0.8327,0.5052,0.3853,0.9664,0.0577,1.4094,0.3576,0.7891,0.7666,0.0,1.5557,0.7805,0.8827,0.8827,0.8826,7.6992,0.8449,0.2969,0.2969,0.2969,0.1914,0.166,0.3594,0.7641,0.2994,0.482,0.0322,2.2945,0.2481,0.283,0.0522,0.0538,0.2502,0.6392,0.0143,0.496,0.0,0.496,0.2438,3.7266,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.3,0.57,39.65,0.0,98.04,0.0,0.0,0.0,0.0,100.0,96.5,15.83,100.0,100.0,0.0,99.89,15.1,14.9626,3.9,3.8,52.7,20.7634,6.8,2.8,12.0,9.8,5.4,0.3,0.7,0.0,22.9,9.3,5.7,11.3,6.2,0.0729,0.3679,0.2923,0.0467,0.1966
42,3,560600,1400000US42003560600,42003560600,5606.0,Allegheny,PA,Pennsylvania,"Census Tract 5606, Allegheny County, Pennsylvani",837.0,145.0,1506.0,2.4874,0.9532,1.6874,0.9201,0.6074,0.9404,0.6842,0.8234,3.0554,0.8653,0.0,0.8272,0.0,0.0,0.0,0.0,0.8272,0.5023,0.3853,0.795,0.0028,1.1831,0.1741,0.7891,0.7459,0.0,1.535,0.7666,0.8827,0.8827,0.8826,7.4834,0.8118,0.8155,0.8155,0.8155,0.9531,0.7118,0.9879,0.9553,0.8944,0.6178,0.9431,6.0634,0.9599,0.707,0.0181,0.964,0.0,1.6891,0.2449,0.0,0.8247,0.8247,0.4954,9.3927,0.8756,1.0,1.0,0.0,1.0,1.0,4.0,0.8,1.33,11.31,0.56,39.26,0.0,97.21,0.0,0.0,0.0,0.0,100.0,84.79999999999998,18.5,100.0,99.33,0.0,99.89,72.59999999999998,67.1053,15.7,21.2,83.29999999999998,44.9495,9.0,39.1,19.2,2.2,25.3,0.0,0.0,2.6,41.8,14.1,6.3,19.8,18.1,0.8986,0.9804,0.4075,0.946,0.9337
42,3,561000,1400000US42003561000,42003561000,5610.0,Allegheny,PA,Pennsylvania,"Census Tract 5610, Allegheny County, Pennsylvani",1321.0,220.0,1168.0,2.3093,0.9094,1.5093,0.8409,0.6074,0.9415,0.6842,0.8342,3.0673,0.8687,0.0,0.46,0.0,0.0,0.0,0.0,0.46,0.3044,0.3853,0.9162,0.2037,1.5052,0.4486,0.787,0.7666,0.0,1.5536,0.7791,0.8827,0.8827,0.8826,7.4688,0.8094,0.8392,0.8392,0.8392,0.8116,0.3856,0.6674,0.8473,0.6227,0.4176,0.4831,4.2353,0.662,0.2675,0.7911,0.7974,0.3205,2.1765,0.6478,0.0,0.8299,0.8299,0.4989,8.0809,0.6999,1.0,1.0,0.0,1.0,1.0,4.0,0.8,1.33,11.33,0.56,39.64,0.0,9.39,0.0,0.0,0.0,0.0,100.0,93.02,13.75,99.97000000000001,100.0,0.0,99.89,77.2,49.4244,7.6,6.3,62.7,30.2885,5.9,16.0,11.7,26.7,17.8,0.5,0.0,2.7,39.5,13.6,5.3,19.4,15.2,0.847,0.9708,0.2235,0.8679,0.9206
42,3,561100,1400000US42003561100,42003561100,5611.0,Allegheny,PA,Pennsylvania,"Census Tract 5611, Allegheny County, Pennsylvani",994.0,280.0,270.0,2.429,0.9389,1.629,0.8959,0.6451,0.9408,0.6743,0.7805,3.0407,0.861,0.0,0.7181,0.0,0.0,0.0,0.0,0.7181,0.4431,0.3853,0.9766,0.1065,1.4684,0.4139,0.767,0.6547,0.0,1.4217,0.6933,0.8805,0.8805,0.8805,7.5294,0.8194,0.9305,0.9305,0.9305,0.9876,0.6324,0.9434,0.8859,0.9721,0.3622,0.906,5.6896,0.9121,0.4636,0.9632,0.8206,0.0,2.2474,0.7046,0.0,0.0,0.0,0.0,8.8675,0.8096,1.0,1.0,0.0,1.0,1.0,4.0,0.8,1.67,11.32,0.55,37.94,0.0,67.7,0.0,0.0,0.0,0.0,100.0,97.33,15.0,98.66,85.81999999999998,0.0,99.87,93.1,77.76659999999998,13.1,13.4,68.4,55.1724,5.2,34.5,15.1,33.4,18.4,0.0,0.0,0.0,52.0,16.0,7.4,22.2,27.8,0.9895,0.9961,0.6609,0.999,0.9789
42,3,561200,1400000US42003561200,42003561200,5612.0,Allegheny,PA,Pennsylvania,"Census Tract 5612, Allegheny County, Pennsylvani",1487.0,304.0,1199.0,2.4261,0.9381,1.6261,0.8945,0.5508,0.9404,0.6743,0.8082,2.9737,0.8401,0.0,0.8577,0.0,0.0,0.0,0.0,0.8577,0.5172,0.3853,0.9748,0.0663,1.4264,0.3735,0.7891,0.3831,0.0,1.1722,0.5618,0.8805,0.8805,0.8805,7.3105,0.7836,0.9108,0.9108,0.9108,0.9759,0.2439,0.4029,0.8342,0.9822,0.1808,0.7904,4.4103,0.6966,0.707,0.9612,0.9631,0.4599,3.0912,0.9941,0.0,0.7121,0.7121,0.4124,9.1244,0.8425,1.0,1.0,0.0,1.0,1.0,4.0,0.8,1.0,11.31,0.55,38.78,0.0,100.0,0.0,0.0,0.0,0.0,100.0,97.16,15.67,100.0,28.88,0.0,99.87,90.1,72.83119999999998,5.2,4.1,60.9,58.1433,3.1,26.7,19.2,33.2,25.2,1.1,0.0,1.2,49.0,14.0,6.8,19.1,22.6,0.9769,0.9788,0.516,0.988,0.9097
42,3,561400,1400000US42003561400,42003561400,5614.0,Allegheny,PA,Pennsylvania,"Census Tract 5614, Allegheny County, Pennsylvani",4053.0,339.0,1706.0,2.0613,0.8398,1.2613,0.7046,0.6451,0.9415,0.6647,0.7828,3.0341,0.8589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5598,0.9103,0.2204,1.6905,0.6075,0.3279,0.7315,0.0,1.0594,0.5111,0.8805,0.8805,0.8805,6.6645,0.6624,0.812,0.812,0.812,0.676,0.322,0.4585,0.867,0.6178,0.1982,0.7783,3.9178,0.5951,0.9595,0.1062,0.8755,0.3205,2.2617,0.7158,0.0,0.4452,0.4452,0.1995,7.4367,0.5989,1.0,1.0,1.0,0.0,1.0,4.0,0.8,1.67,11.33,0.54,38.0,0.0,0.0,0.0,0.0,0.0,0.0,61.84,92.62,13.54,8.08,98.23,0.0,99.87,71.9,39.6496,6.5,4.5,65.5,30.1196,3.3,26.1,30.4,14.1,20.1,0.5,0.0,0.2,44.6,11.9,7.5,14.4,15.9,0.9403,0.8966,0.6866,0.894,0.5495
42,3,561500,1400000US42003561500,42003561500,5615.0,Allegheny,PA,Pennsylvania,"Census Tract 5615, Allegheny County, Pennsylvani",2696.0,307.0,1432.0,2.0281,0.8299,1.2281,0.683,0.6451,0.9423,0.6743,0.796,3.0577,0.866,0.0,0.3205,0.0,0.0,0.0,0.0,0.3205,0.2358,0.3853,0.6414,0.1644,1.1911,0.1794,0.61,0.7666,0.0,1.3766,0.666,0.8856,0.8856,0.8856,6.8315,0.6958,0.7917,0.7917,0.7917,0.6571,0.2382,0.8504,0.7943,0.8315,0.232,0.6704,4.2739,0.6701,0.9656,0.0707,0.9281,0.0,1.9644,0.46,0.0,0.0,0.0,0.0,7.03,0.5323,1.0,1.0,1.0,0.0,1.0,4.0,0.8,1.67,11.34,0.55,38.38,0.0,0.81,0.0,0.0,0.0,0.0,100.0,73.09,14.22,61.61,100.0,0.0,99.9,68.2,38.4673,5.1,9.3,56.1,40.2418,3.7,21.8,31.6,11.8,22.5,0.0,0.0,0.0,45.5,11.9,8.2,14.4,17.0,0.95,0.8966,0.8343,0.9252,0.5495
42,3,561600,1400000US42003561600,42003561600,5616.0,Allegheny,PA,Pennsylvania,"Census Tract 5616, Allegheny County, Pennsylvani",2090.0,138.0,1010.0,1.7125,0.7154,1.3125,0.7349,0.4572,0.9328,0.6842,0.829,2.9032,0.82,0.0,0.7084,0.0,0.0,0.0,0.0,0.7084,0.4376,0.3853,0.9965,0.3099,1.6917,0.6084,0.7891,0.3853,0.0,1.1744,0.5629,0.8827,0.8827,0.8826,7.3604,0.7917,0.5769,0.5769,0.5769,0.7399,0.6775,0.537,0.6632,0.4682,0.4549,0.8449,4.3856,0.6924,0.236,0.487,0.7491,0.0,1.4721,0.1329,0.5234,0.0,0.5234,0.2755,6.958,0.5208,0.0,1.0,0.0,1.0,0.0,2.0,0.4,0.67,11.18,0.56,39.45,0.0,64.65,0.0,0.0,0.0,0.0,100.0,100.0,12.42,100.0,29.22,0.0,99.89,37.0,43.8278,14.5,5.1,43.4,25.2874,6.4,29.8,11.1,21.9,16.7,0.0,0.9,0.0,33.6,12.3,6.4,19.3,12.1,0.5994,0.9233,0.4287,0.6563,0.9171
42,3,561700,1400000US42003561700,42003561700,5617.0,Allegheny,PA,Pennsylvania,"Census Tract 5617, Allegheny County, Pennsylvani",802.0,124.0,258.0,2.2333,0.889,1.4333,0.8019,0.4572,0.932,0.5868,0.798,2.774,0.7839,0.0,0.0,0.0,0.9141,0.0,0.0,0.9141,0.5792,0.3853,0.9628,0.3217,1.6698,0.5908,0.6454,0.0,0.0,0.6454,0.2424,0.8827,0.8827,0.8826,6.886,0.7067,0.7066,0.7066,0.7066,0.7758,0.7544,0.7663,0.6232,0.5474,0.7435,0.7824,4.993,0.8032,0.2724,0.8351,0.6937,0.7659,2.5671,0.8937,0.0,0.0,0.0,0.0,8.2667,0.7266,1.0,1.0,0.0,1.0,1.0,4.0,0.8,0.67,11.17,0.47,38.45,0.0,0.0,0.0,58.55,0.0,0.0,100.0,96.23,12.25,71.06,0.0,0.0,99.89,53.6,46.5087,17.4,7.6,40.1,27.6817,11.8,26.3,11.8,27.7,15.6,5.1,0.0,0.0,39.5,12.5,6.5,18.6,14.0,0.847,0.9343,0.4494,0.8068,0.8885
42,3,561900,1400000US42003561900,42003561900,5619.0,Allegheny,PA,Pennsylvania,"Census Tract 5619, Allegheny County, Pennsylvani",2467.0,272.0,800.0,2.8141,0.999,1.8141,0.9659,0.6074,0.9365,0.6647,0.7653,2.9739,0.8403,0.0,0.5756,0.0,0.9811,0.0,0.0,1.5567,0.7726,0.3853,0.907,0.2262,1.5185,0.4611,0.7891,0.5497,0.0,1.3388,0.6446,0.7633,0.7633,0.7633,8.1512,0.9021,0.8928,0.8928,0.8928,0.9023,0.6071,0.8297,0.6925,0.9366,0.7396,0.9587,5.6665,0.909,0.9666,0.2782,0.9705,0.0,2.2153,0.6801,0.0,0.9491,0.9491,0.6117,9.7237,0.912,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.33,11.24,0.54,37.52,0.0,28.38,0.0,100.0,0.0,0.0,100.0,92.41,13.5,100.0,62.35,0.0,91.77,87.09999999999998,59.0054,12.4,8.8,45.9,49.384,11.7,42.0,31.9,18.8,26.1,0.0,0.0,10.3,54.7,14.0,8.0,17.6,24.7,0.9957,0.9788,0.7983,0.995,0.837
42,3,562000,1400000US42003562000,42003562000,5620.0,Allegheny,PA,Pennsylvania,"Census Tract 5620, Allegheny County, Pennsylvani",2858.0,263.0,3299.0,1.765,0.7369,1.565,0.8675,0.6074,0.9274,0.7998,0.8467,3.1813,0.9,0.0,0.7979,0.0,0.9148,0.0,0.0,1.7127,0.8288,0.3853,0.8869,0.047,1.3192,0.276,0.7891,0.2776,0.0,1.0667,0.5142,0.7848,0.7848,0.7848,8.0647,0.892,0.6067,0.6067,0.6067,0.9512,0.2501,0.8424,0.9814,0.9507,0.0709,0.555,4.6017,0.7334,0.4093,0.0158,0.793,0.6129,1.831,0.3483,0.0,0.8646,0.8646,0.528,7.904,0.673,0.0,0.0,0.0,1.0,0.0,1.0,0.2,1.33,11.12,0.7,40.1,0.0,90.84,0.0,58.85,0.0,0.0,100.0,91.11000000000001,16.06,100.0,13.26,0.0,94.17,40.2,66.7029,5.3,9.1,93.3,51.2397,1.7,18.1,14.2,1.4,17.7,2.3,0.0,3.5,23.8,10.1,5.0,15.8,8.4,0.0938,0.5987,0.1785,0.2073,0.6957
42,3,562300,1400000US42003562300,42003562300,5623.0,Allegheny,PA,Pennsylvania,"Census Tract 5623, Allegheny County, Pennsylvani",2914.0,361.0,1987.0,2.6845,0.9898,1.6845,0.9188,0.4572,0.9381,0.6842,0.881,2.9605,0.8361,0.0,0.7756,0.0,0.0,0.0,0.0,0.7756,0.4755,0.5121,0.8368,0.1442,1.4931,0.4373,0.7891,0.3217,0.0,1.1108,0.5339,0.8827,0.8827,0.8826,7.2227,0.7684,0.7169,0.7169,0.7169,0.9029,0.4928,0.9733,0.8161,0.85,0.3622,0.9324,5.3297,0.8582,0.8446,0.095,0.9851,0.3749,2.2996,0.7434,0.4769,0.9422,1.4191,0.8347,9.7653,0.9161,1.0,1.0,1.0,1.0,1.0,5.0,1.0,0.67,11.27,0.56,41.41,0.0,84.70999999999998,0.0,0.0,0.0,0.0,76.67,87.79,14.5,100.0,19.32,0.0,99.89,55.1,59.1078,9.7,17.1,58.6,41.5065,5.2,37.5,22.5,13.5,28.8,0.7,0.6,8.8,46.4,13.5,8.0,19.8,20.3,0.9585,0.9685,0.7983,0.9722,0.9337
42,3,562400,1400000US42003562400,42003562400,5624.0,Allegheny,PA,Pennsylvania,"Census Tract 5624, Allegheny County, Pennsylvani",2723.0,280.0,1073.0,2.1588,0.8681,1.3588,0.7616,0.5508,0.9261,0.7035,0.7933,2.9737,0.8401,0.0,0.8577,0.0,0.0,0.0,0.0,0.8577,0.5172,0.3853,0.7999,0.1207,1.3059,0.2653,0.7891,0.7666,0.0,1.5557,0.7805,0.8893,0.8893,0.8892,7.5823,0.8272,0.7288,0.7288,0.7288,0.7092,0.3525,0.4719,0.5617,0.6742,0.5721,0.4188,3.7604,0.5607,0.3748,0.8701,0.7535,0.5373,2.5357,0.8803,0.0,0.0,0.0,0.0,7.0249,0.5316,1.0,1.0,0.0,1.0,1.0,4.0,0.8,1.0,11.11,0.58,38.3,0.0,100.0,0.0,0.0,0.0,0.0,100.0,85.17,14.77,100.0,100.0,0.0,99.92,57.0,41.7187,7.0,4.6,35.6,32.3064,8.2,14.2,13.6,28.7,16.8,1.6,0.0,0.0,42.3,11.9,7.4,15.6,15.7,0.9077,0.8966,0.6609,0.887,0.6768
42,3,562500,1400000US42003562500,42003562500,5625.0,Allegheny,PA,Pennsylvania,"Census Tract 5625, Allegheny County, Pennsylvani",2417.0,406.0,1896.0,2.6429,0.9835,1.8429,0.9751,0.5508,0.909,0.7035,0.9159,3.0792,0.872,0.0,0.8577,0.0,0.6704,0.0,0.0,1.5281,0.7622,0.3853,0.9381,0.1322,1.4556,0.4015,0.7891,0.463,0.0,1.2521,0.5999,0.7388,0.7388,0.7388,8.0538,0.8908,0.7623,0.7623,0.7623,0.951,0.6252,0.9824,0.8142,0.9651,0.7616,0.7844,5.8839,0.9382,0.5923,0.7866,0.9089,0.802,3.0898,0.994,0.0,0.4452,0.4452,0.1995,10.1812,0.9521,1.0,1.0,0.0,1.0,1.0,4.0,0.8,1.0,10.97,0.58,43.06,0.0,100.0,0.0,1.54,0.0,0.0,100.0,94.5,14.63,100.0,43.71,0.0,88.12999999999998,62.7,66.6529,12.9,19.2,58.4,53.7327,12.3,26.4,17.2,26.6,21.5,6.3,0.0,0.2,35.9,12.8,6.2,19.4,14.3,0.7185,0.947,0.3868,0.8244,0.9206
42,3,562600,1400000US42003562600,42003562600,5626.0,Allegheny,PA,Pennsylvania,"Census Tract 5626, Allegheny County, Pennsylvani",2520.0,348.0,2894.0,1.8661,0.7735,1.2661,0.7074,0.5508,0.914,0.8064,0.8439,3.1151,0.8832,0.0,0.8577,0.0,0.0,0.0,0.0,0.8577,0.5172,0.3853,0.9532,0.1314,1.4699,0.4153,0.7891,0.7666,0.0,1.5557,0.7805,0.7341,0.7341,0.734,7.7325,0.8497,0.6047,0.6047,0.6047,0.6448,0.1314,0.8768,0.6524,0.6231,0.4328,0.8058,4.1671,0.6483,0.3166,0.7724,0.4603,0.0,1.5493,0.1662,0.0,0.0,0.0,0.0,6.3211,0.4164,1.0,1.0,0.0,1.0,0.0,3.0,0.6,1.0,11.01,0.71,39.99,0.0,100.0,0.0,0.0,0.0,0.0,100.0,95.55,14.67,100.0,100.0,0.0,87.53,40.0,37.7246,3.3,10.1,42.5,30.303,6.1,27.5,12.6,26.3,12.0,0.0,0.0,0.0,35.1,11.5,6.6,17.3,11.9,0.6811,0.8594,0.471,0.6363,0.8182
42,3,562700,1400000US42003562700,42003562700,5627.0,Allegheny,PA,Pennsylvania,"Census Tract 5627, Allegheny County, Pennsylvani",1877.0,136.0,8614.0,1.4153,0.5826,1.4153,0.7926,0.5508,0.919,0.9442,0.8971,3.3111,0.9343,0.0,0.8529,0.0,0.0,0.0,0.0,0.8529,0.5147,0.3853,0.5959,0.0111,0.9923,0.0823,0.7891,0.7666,0.0,1.5557,0.7805,0.7578,0.7578,0.7578,7.4698,0.8096,0.5947,0.5947,0.5947,0.6442,0.391,0.8297,0.9756,0.7511,0.3861,0.3933,4.371,0.6893,0.4151,0.0287,0.517,0.2881,1.2489,0.0701,0.4399,0.8247,1.2646,0.7581,7.4792,0.6057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.05,1.13,42.07,0.0,99.87,0.0,0.0,0.0,0.0,100.0,69.49,17.5,100.0,100.0,0.0,90.97000000000001,38.9,37.6882,7.7,8.8,90.6,35.7253,5.5,13.5,14.3,5.5,12.8,0.4,0.4,2.6,31.7,10.2,6.3,13.1,10.0,0.4877,0.6245,0.4075,0.4083,0.397
42,3,562800,1400000US42003562800,42003562800,5628.0,Allegheny,PA,Pennsylvania,"Census Tract 5628, Allegheny County, Pennsylvani",1528.0,144.0,1978.0,1.7865,0.7444,1.3865,0.7771,0.5508,0.9013,0.6095,0.7676,2.8292,0.7985,0.0,0.8577,0.0,0.0,0.0,0.0,0.8577,0.5172,0.3853,0.8591,0.2404,1.4848,0.4294,0.7891,0.7072,0.0,1.4963,0.7405,0.8576,0.8576,0.8576,7.5256,0.8188,0.2528,0.2528,0.2528,0.85,0.4688,0.4307,0.7228,0.4844,0.7154,0.6097,4.2818,0.6714,0.6162,0.1691,0.6832,0.4203,1.8888,0.3953,0.0,0.8192,0.8192,0.4901,7.2426,0.5677,0.0,1.0,1.0,0.0,0.0,2.0,0.4,1.0,10.91,0.49,37.59,0.0,100.0,0.0,0.0,0.0,0.0,100.0,89.28,13.33,100.0,95.13,0.0,99.73,12.6,53.0938,9.2,4.3,48.7,25.7677,11.1,19.8,17.6,16.4,15.4,0.9,0.0,2.5,32.5,10.4,7.7,15.3,10.7,0.536,0.6732,0.7342,0.4978,0.6465
42,3,562900,1400000US42003562900,42003562900,5629.0,Allegheny,PA,Pennsylvania,"Census Tract 5629, Allegheny County, Pennsylvani",1813.0,160.0,1506.0,2.37,0.9248,1.57,0.87,0.4572,0.9375,0.6441,0.886,2.9248,0.8265,0.0,0.7115,0.9212,0.7558,0.0,0.0,2.3885,0.9309,0.5287,0.9871,0.3384,1.8542,0.7238,0.7891,0.3311,0.0,1.1202,0.538,0.8827,0.8827,0.8826,9.1704,0.9725,0.4974,0.4974,0.4974,0.8756,0.4234,0.6173,0.5345,0.5583,0.703,0.5778,4.2899,0.6731,0.4636,0.6116,0.8055,0.3205,2.2012,0.6687,0.4399,0.0,0.4399,0.1938,7.4284,0.5975,1.0,1.0,0.0,1.0,1.0,4.0,0.8,0.67,11.26,0.52,41.62,0.0,65.59,1.94,7.62,0.0,0.0,71.72,98.32,12.0,100.0,20.7,0.0,99.89,29.6,55.8191,8.3,5.8,33.8,28.0519,10.8,18.8,15.1,23.6,18.0,0.5,0.4,0.0,35.4,11.5,7.0,17.1,13.0,0.695,0.8594,0.5632,0.7369,0.8043
42,3,563000,1400000US42003563000,42003563000,5630.0,Allegheny,PA,Pennsylvania,"Census Tract 5630, Allegheny County, Pennsylvani",2918.0,279.0,2987.0,1.4961,0.6214,1.2961,0.7258,0.5508,0.8991,0.6329,0.8836,2.9664,0.8379,0.0,0.8577,0.0,0.9766,0.0,0.0,1.8343,0.8794,0.4756,0.6959,0.2928,1.4643,0.4097,0.7891,0.2213,0.0,1.0104,0.4872,0.8576,0.8576,0.8576,8.133,0.9003,0.5698,0.5698,0.5698,0.3835,0.2798,0.725,0.6524,0.0882,0.3784,0.3082,2.8155,0.3523,0.5011,0.0451,0.8132,0.0,1.3594,0.0957,0.6268,0.8192,1.446,0.8497,6.1907,0.3958,0.0,1.0,0.0,0.0,0.0,1.0,0.2,1.0,10.89,0.51,41.52,0.0,100.0,0.0,99.14,0.0,0.0,86.94,77.36,12.67,100.0,5.78,0.0,99.73,36.3,24.2975,5.8,7.0,42.5,14.3951,5.4,11.2,15.7,8.8,18.2,0.0,2.4,2.5,32.4,10.7,6.7,14.3,10.7,0.53,0.7373,0.4939,0.4978,0.538
